"longitude","latitude","COUNTRY","MeanTemp","AnnPrec","soilclass","sand","silt","clay","cec","ph_cacl2","toc"
-6.2247,57.6313,"UNK",8.2,1182,"ll",58.6,38.3,3.1,30,4.44,23
-6.23,58.4916,"UNK",8.1,1157,"ll",88.7,8.4,2.9,29.3,5.67,9.4
-6.2444,37.9175,"SPA",15.5,646,"l",73.7,16.1,10.2,10.9,4.45,1.1
-6.2492,38.3669,"SPA",15.3,617,"m",34,42.3,23.6,15.8,5.89,0.8
-6.2797,53.5142,"IRL",9.6,789,"m",40.6,39.8,19.6,22.3,7.11,2.4
-6.2958,42.9467,"SPA",9.4,875,"l",61.6,24.4,14,7.5,4.2,4.2
-6.3333,40.6486,"SPA",12.1,636,"l",56.5,35.9,7.6,5.5,3.92,1.1
-6.4014,38.7997,"SPA",16.4,517,"m",67.3,13.6,19,9.2,5.47,0.7
-6.4117,41.1078,"SPA",12.1,615,"m",55.5,25.5,19,6.1,4.46,1.1
-6.4208,43.4019,"SPA",10.4,977,"l",52.6,36.6,10.8,16.9,3.51,8.2
-6.4611,42.0219,"SPA",10.7,681,"l",44.9,41.9,13.2,8.9,4.2,1.5
-6.5,41.5167,"PTG",12.8,585,"m",48.1,32.7,19.3,13.8,5.16,1.2
-6.5029,55.1828,"UNK",8.4,1102,"ll",64.8,34.1,1.1,32.4,5.36,7.2
-6.5153,39.2283,"SPA",16,547,"l",52.7,36.3,11,7.9,5.14,0.7
-6.5448,58.1649,"UNK",7.8,1164,"ll",74.5,24,1.5,12.6,4.47,11
-6.5831,39.6761,"SPA",15.9,573,"m",57.2,27.7,15.1,12.3,4.62,0.8
-6.6569,37.3722,"SPA",17.9,500,"l",77,11.5,11.5,13.8,6.94,0.7
-6.6686,37.8864,"SPA",14,722,"l",38.8,51.8,9.4,11.2,5.74,2.8
-6.6832,52.5544,"IRL",9.5,1021,"m",60.9,22.3,16.8,17.1,6.34,3.4
-6.6961,57.4422,"UNK",8.2,1266,"ll",50.8,48.4,0.8,21.8,4.18,31
-6.7221,54.8095,"UNK",8.5,984,"l",64.2,28.8,7,16.8,5.32,3
-6.7292,40.1231,"SPA",15.1,655,"l",75.2,17.4,7.4,10.4,4.11,1.1
-6.7611,42.4231,"SPA",12.8,680,"m",41.1,35.8,23.1,5.9,4,1
-6.7969,54.4196,"UNK",8.9,904,"ll",84.9,14.1,1,17.8,6,2.8
-6.8242,38.2917,"SPA",16,572,"m",45.1,39.9,15,18.2,5.73,1.8
-6.83,40.5689,"SPA",12.3,858,"m",57.4,24.9,17.8,10,4.41,1.1
-6.8333,40.5667,"PTG",12.3,858,"m",51.4,30.5,18,8,3.98,0.5
-6.8459,52.9854,"IRL",9.2,897,"l",48.4,38.1,13.5,9.6,4.63,1.4
-6.8772,42.8572,"SPA",9.4,1008,"ll",80.5,14.1,5.4,12.6,4.56,3.6
-6.9167,40.9333,"PTG",12.9,827,"m",66.1,17,16.8,10.6,4.38,0.7
-6.9589,38.6897,"SPA",16.5,540,"s",39.7,29.8,30.4,26.7,7.01,0.9
-7.0086,53.4516,"IRL",9.1,864,"l",50.3,40.5,9.3,26.3,6.91,4
-7.0181,43.3061,"SPA",10.3,1064,"l",63.6,31.4,5,8.1,3.81,5.6
-7.1,41.4333,"PTG",13.9,796,"m",48.7,33.6,17.7,13.3,5.53,1
-7.1125,39.1136,"SPA",16.6,601,"l",59.6,31.1,9.3,7.3,4.86,0.7
-7.1894,37.2675,"SPA",17.6,478,"ll",92.3,3.8,4,11.5,6.25,0.5
-7.2006,39.6033,"SPA",15.7,760,"l",49.8,36.1,14.2,5.4,4.58,1.3
-7.2535,53.8321,"IRL",8.9,959,"l",60.5,32.2,7.3,14.5,5.36,4.4
-7.3031,41.9039,"SPA",11.3,1015,"l",60,32.5,7.5,9.1,3.9,1.3
-7.3167,40,"PTG",15.2,853,"l",65,21.5,13.5,12.8,5.71,2.6
-7.3333,42.3136,"SPA",9.7,1131,"l",73.2,21.4,5.4,11.2,4.29,1.8
-7.3639,37.7458,"SPA",16.8,526,"s",42.1,30.4,27.5,4.8,4.04,0.8
-7.4206,52.431,"IRL",9.2,1021,"l",47.8,38.6,13.6,14.1,5.7,1.9
-7.4215,57.2726,"UNK",8.1,1230,"ll",97.2,1.9,1,15.8,7.23,0.9
-7.4304,55.0465,"IRL",9.1,1041,"m",29.5,51.1,19.3,19.8,7.22,1.7
-7.4333,38.15,"PTG",16.9,527,"s",30.1,42,28,27.2,7.23,2
-7.4333,40.4,"PTG",14,1009,"l",54,33.2,12.8,8.9,4.6,4.1
-7.4828,42.7611,"SPA",11.8,1044,"l",75.4,17.6,7,10.6,4.09,1.5
-7.4944,54.2723,"UNK",8.9,1138,"l",74,18,8.1,20.4,5.82,2.6
-7.5044,54.7207,"UNK",8.8,1109,"l",49.3,43.4,7.3,12,6.31,2.7
-7.5333,38.6167,"PTG",16.1,613,"m",47.5,31.4,21.1,15.6,6.49,1.6
-7.55,40.9,"PTG",12.4,1214,"m",68.5,16.4,15,4.2,4.04,0.8
-7.5808,52.8694,"IRL",9,889,"l",70.3,22.7,7,8.7,4.37,2.1
-7.6253,43.1808,"SPA",12.6,1058,"l",55.9,34.6,9.5,8.1,4.1,1.5
-7.65,41.35,"PTG",12.2,1247,"l",70.5,19.4,10.1,9.2,3.85,1.6
-7.6667,39.0333,"PTG",16.7,658,"s",35.5,34.9,29.6,15.4,5.28,0.8
-7.7069,43.6328,"SPA",11.8,1142,"l",63.7,31.1,5.1,9,4.12,6.6
-7.7167,39.4667,"PTG",16.1,798,"l",59.2,26.8,14,8.7,3.97,0.9
-7.7333,37.1667,"PTG",16.5,537,"m",48.1,32.4,19.5,17.4,6.34,1.4
-7.7799,53.3149,"IRL",9.1,899,"l",53.8,36.6,9.6,29.2,6.76,4.3
-7.8,41.7667,"PTG",10.7,1345,"l",69.6,23.3,7,10.2,4.3,2.4
-7.85,37.6167,"PTG",16.6,536,"m",40.2,37.2,22.5,15.5,5.48,1.1
-7.8667,39.9333,"PTG",14.2,1066,"m",45.8,38.9,15.3,8.5,4.85,3.5
-7.8717,55.126,"IRL",9.1,1198,"l",54,40.3,5.6,7.7,4.42,4.9
-7.9664,42.2192,"SPA",13.1,1149,"l",59.9,28.4,11.7,8.9,4.16,2.1
-7.9703,51.8756,"IRL",10.1,1129,"m",46.3,35.9,17.8,21.1,7.25,1.7
-7.9833,38.05,"PTG",16.4,563,"s",62.4,11.8,25.8,34.6,7.47,2.3
-8,38.5167,"PTG",16.1,621,"m",56.6,25.9,17.4,11.3,5.01,0.8
-8.0561,52.2834,"IRL",9.7,1083,"l",46.7,43.8,9.5,9.5,5.7,1.7
-8.0731,42.6472,"SPA",11.7,1346,"ll",61.3,36,2.7,10.2,4.41,8
-8.1,40.7833,"PTG",14.1,1167,"l",72.2,17.7,10,12.6,6.34,1.7
-8.2092,43.0964,"SPA",12.6,1282,"l",35.3,59.1,5.6,7.3,4.58,6.1
-8.2333,38.9667,"PTG",17.1,640,"l",77.4,14.4,8.2,13.5,7.34,0.5
-8.25,41.25,"PTG",14.3,1184,"ll",58.9,40.3,0.8,8.1,4.8,3.3
-8.2833,37.0667,"PTG",17.1,502,"ll",91.5,5.5,3,10.4,6.13,0.5
-8.3477,52.8114,"IRL",9.3,1057,"l",55.6,31.1,13.3,10.7,4.09,3.6
-8.3833,41.6667,"PTG",14.6,1198,"ll",64.7,34.3,1,10.3,4.66,2.7
-8.4167,39.3,"PTG",16.3,738,"m",51.6,27.3,21.1,10.7,5.18,0.8
-8.4667,37.5,"PTG",16.7,526,"m",49.4,32.9,17.7,7.7,5.68,1.1
-8.4667,39.8167,"PTG",15.9,864,"l",72.6,17.1,10.4,7.5,4.1,2
-8.4795,53.1903,"IRL",9.3,1030,"l",39.9,49.7,10.4,14,4.89,2.2
-8.5406,42.0739,"SPA",14.7,1311,"l",51.2,36.3,12.5,11.6,4.05,1.1
-8.55,37.9833,"PTG",16.6,580,"l",56.8,28.3,14.8,12.9,5.24,1.6
-8.5667,38.3833,"PTG",17,601,"m",60.2,19.7,20.2,11,4.44,0.9
-8.5667,40.2167,"PTG",15.9,920,"m",65.7,17.8,16.6,8.6,6.86,0.7
-8.65,40.75,"PTG",14.8,1046,"l",76.3,13.7,10.1,8.6,4.94,0.8
-8.6605,51.7725,"IRL",10.1,1149,"m",41.9,42.4,15.7,14.8,6.27,2.1
-8.6803,42.5419,"SPA",14.5,1312,"ll",82,16.7,1.3,6.5,4.18,2
-8.8002,52.2098,"IRL",9.8,1044,"l",53.2,32.5,14.3,13.8,5.32,2.4
-8.8156,42.9794,"SPA",13.1,1260,"ll",64.7,34.3,1,6.8,4.39,3.2
-8.8833,39.25,"PTG",15.9,727,"ll",72.2,23.6,4.2,4.7,4.59,1.1
-8.9,37.0667,"PTG",16.2,487,"m",54.1,23.1,22.8,15,7.24,1
-8.9333,38.9333,"PTG",16.9,670,"s",26.9,41.1,32.1,32.3,7.17,3.5
-8.9833,39.6833,"PTG",15.2,799,"ll",93.1,4.6,2.3,7.7,4.6,1
-9.155,52.6502,"IRL",9.9,1109,"ll",49.9,49.3,0.8,41.9,3.43,46
-9.2811,51.6439,"IRL",10.4,1292,"l",61.4,24.9,13.6,16.8,5.12,4.5
-9.3333,38.6833,"PTG",16.1,739,"m",65.2,14.2,20.6,26.1,7.37,1.5
-9.5813,52.105,"IRL",9.7,1357,"m",54.9,29.6,15.5,17.5,5.19,4.5
0.0119,38.7961,"SPA",18,558,"s",39.1,33.9,27,22.8,7.42,1
0.0335,46.0451,"FRA",11.7,846,"m",43.3,32.3,24.4,36.9,7.25,2.8
0.0431,46.4769,"FRA",11.4,779,"l",35.3,51.2,13.5,12.1,4.52,1.2
0.0697,49.22,"FRA",10,723,"l",30.4,55.9,13.7,12.9,5.68,1.1
0.0728,42.4339,"SPA",11.1,675,"m",51.8,28.6,19.6,32.8,7.17,5.1
0.0864,41.9706,"SPA",13.2,467,"m",30.8,52.7,16.6,17.8,7.51,1.7
0.1007,45.5863,"FRA",12.1,878,"s",39.3,32.7,28,25.9,7.28,1.6
0.1559,48.7786,"FRA",10.1,712,"m",43.5,40.7,15.8,21.7,7.15,1.8
0.1711,45.1556,"FRA",12.2,882,"l",60.4,30.6,9,8.3,4.63,0.6
0.1725,41.5133,"SPA",14.3,424,"l",54.1,31.6,14.3,22.4,7.36,1.3
0.2472,41.0536,"SPA",14.8,481,"m",64,15.4,20.6,19.7,7.58,1.2
0.2494,48.3377,"FRA",10.2,715,"m",30.5,48.2,21.3,24.4,7.08,1.8
0.2562,44.7085,"FRA",12.3,860,"m",36.9,43.8,19.3,15.8,5.39,1.2
0.3085,53.1535,"UNK",9.7,605,"m",36.9,40.8,22.3,27.1,6.94,3.1
0.3172,40.6264,"SPA",15.4,543,"m",54.9,27.1,18,24,7.03,2.5
0.3324,47.824,"FRA",10.8,704,"l",53.8,34.8,11.3,10.6,4.96,1.1
0.3346,44.2607,"FRA",12.8,790,"l",72.9,17.6,9.5,7.5,4.26,1.8
0.4212,43.8081,"FRA",12.4,786,"s",36.4,37.1,26.4,24.1,6.43,1.4
0.4225,47.4415,"FRA",11.3,686,"m",52.8,28.2,19,12.2,4.49,1.3
0.4504,51.9422,"UNK",9.4,550,"m",38.5,37.5,24,21.5,6.92,1.6
0.4893,43.3735,"FRA",12,795,"l",38,50.3,11.7,8.2,5.48,0.7
0.5013,46.9937,"FRA",11.5,698,"s",31.2,39,29.9,27.2,7.37,1.7
0.5278,51.0244,"UNK",10.3,686,"l",48.8,44.1,7.1,13.4,6.51,1.5
0.5579,52.7955,"UNK",9.4,604,"ll",86.5,4.5,9,15.8,7.18,1
0.5677,42.936,"FRA",9.7,951,"l",67.3,21.4,11.3,17.4,5.43,4.3
0.5827,46.5496,"FRA",11.5,757,"m",59.7,25.3,15,17,6.86,1.6
0.5994,51.4536,"UNK",10,598,"m",49.5,29.6,20.9,18.9,6.21,1.2
0.6228,42.4617,"SPA",7,1060,"l",74.6,17.8,7.6,18.8,5.2,2.5
0.6616,49.719,"FRA",10.2,720,"l",36.5,51.8,11.7,20.5,6.31,2.7
0.6633,46.0906,"FRA",11.4,881,"l",50.7,36.9,12.4,11.7,4.77,1.2
0.6792,52.3192,"UNK",9.3,567,"l",76,18.2,5.8,12,7.05,1.6
0.7286,42.0022,"SPA",11.8,679,"m",54.5,26.6,18.9,16.5,7.23,2.4
0.747,45.661,"FRA",11,990,"l",67.4,22.3,10.3,10.1,4.98,1.3
0.7508,49.2917,"FRA",10.2,695,"l",32.2,56.6,11.2,14.3,6,1.4
0.7597,41.5633,"SPA",14.7,471,"m",49.8,30,20.2,18.1,7.65,0.7
0.8112,45.2116,"FRA",12.1,901,"m",52.6,26.7,20.7,23.6,7.22,1.3
0.8114,48.8398,"FRA",9.9,679,"l",50.2,41.4,8.4,11.7,5.14,1
0.8847,44.7638,"FRA",12.1,855,"l",42,45.2,12.9,9.6,4.57,1.1
0.9288,48.3926,"FRA",10,675,"s",41.3,32.6,26.1,25.1,6.02,2.2
0.9544,44.3208,"FRA",12.5,777,"s",32.6,38.4,29,29.4,7.41,1.1
0.9966,47.9472,"FRA",10.4,672,"l",32.7,55.1,12.2,10.7,6.17,1
1.0187,43.8716,"FRA",12.6,732,"m",33.6,46.3,20.2,14.8,4.92,0.8
1.02,51.1428,"UNK",9.5,709,"m",40.1,43.6,16.3,19.7,6.86,1.9
1.043,51.9784,"UNK",9.8,554,"m",42.5,41.8,15.7,14.2,6.32,1.2
1.0693,47.5023,"FRA",11.1,666,"m",42.8,41.7,15.5,8.1,4.15,0.9
1.0922,43.4277,"FRA",12.1,754,"m",33.2,48.4,18.4,13.7,4.84,1
1.145,52.7417,"UNK",10.1,635,"l",61.2,31.1,7.7,7.5,6.63,0.6
1.1595,47.0427,"FRA",11.2,713,"s",26.1,42.4,31.5,26,5.13,1.5
1.1666,42.9537,"FRA",11.3,826,"l",43.1,42.2,14.7,36.6,6.21,2.1
1.1681,51.3186,"UNK",10.2,597,"m",34.1,41.6,24.3,24.2,6.97,1.9
1.2142,46.6033,"FRA",11.4,780,"ll",83.6,10.9,5.4,12.9,4.68,1.7
1.2306,42.5083,"SPA",9.5,922,"m",34.8,40.4,24.7,11.5,6.75,0.7
1.2399,52.3429,"UNK",9.7,602,"m",69,16,15,20.8,7.1,1.4
1.2903,42.0692,"SPA",12.6,673,"l",57.8,27.3,14.9,18.4,7.2,1.9
1.3029,46.1565,"FRA",10.7,962,"m",54.6,30,15.4,7.6,5.86,1.8
1.3492,41.64,"SPA",13,654,"m",59.8,16.6,23.6,24.1,7.51,6.8
1.3603,49.7926,"FRA",9.7,728,"l",58.4,27.1,14.6,13.8,7.22,1.9
1.376,45.7123,"FRA",10.8,1060,"m",52.8,28.3,18.9,12.8,5.22,1.4
1.425,41.1794,"SPA",16,567,"s",47.1,18.7,34.2,23.7,7.44,1.2
1.4427,49.3459,"FRA",10.3,667,"m",20,63.1,16.9,12.2,5.97,0.9
1.4445,45.2664,"FRA",12.5,871,"m",42.3,35.5,22.2,15.3,6.72,0.7
1.5162,48.8905,"FRA",10,637,"l",47.1,44.7,8.2,9.6,5.33,1.2
1.533,44.8152,"FRA",12.2,824,"l",53.2,32.8,14.1,33.6,7.23,4.6
1.5875,44.3711,"FRA",12.2,801,"l",55,30.6,14.3,29.6,6.47,1.8
1.5897,48.4387,"FRA",10.5,632,"m",31.3,50.8,17.9,15.4,5.16,0.8
1.6316,43.93,"FRA",12.7,743,"s",43.5,27.8,28.7,28.6,7.24,1.1
1.67,47.99,"FRA",10.7,635,"s",30.9,35.9,33.2,35.2,7.43,1.5
1.6799,47.9956,"FRA",10.7,635,"s",30.7,42.1,27.2,25.5,6.45,1.3
1.7074,43.4842,"FRA",12.8,739,"s",22.4,41.9,35.6,25.8,7.38,0.7
1.7425,47.5449,"FRA",11,655,"ll",58.6,37.4,4,11.1,4.9,1
1.7826,43.0442,"FRA",12.6,754,"m",35.3,41.9,22.8,19,7.33,0.9
1.8171,47.103,"FRA",11.1,686,"m",57.2,27.4,15.4,17.2,7.27,1
1.8589,42.0919,"SPA",12.1,741,"m",56.6,21.8,21.6,13.7,7.22,0.8
1.8725,46.65,"FRA",10.8,761,"l",36.4,53,10.7,8.2,4.66,0.8
1.9019,50.7178,"FRA",10,664,"s",29,44.7,26.3,22.4,7.25,1.7
1.9086,41.7217,"SPA",14,653,"l",64.3,20.9,14.9,13.7,7.33,0.7
1.9427,46.208,"FRA",10.2,871,"l",50.4,36.7,12.9,9.1,5.5,1.4
1.9622,50.2825,"FRA",10.5,635,"l",34,54.7,11.3,11,6.52,1.1
10.0056,63.5031,"NOR",5.3,962,"m",30.6,49.8,19.6,17.7,4.7,2.4
10.0141,45.6552,"ITA",12.5,910,"m",33.6,42.7,23.8,25.7,7.17,1.6
10.0167,56.75,"DEN",7.4,673,"ll",91.4,7.7,0.8,14.9,5.62,3.3
10.0753,59.5958,"NOR",6.4,718,"m",39.3,45.3,15.3,10.6,4.78,2.2
10.0833,48.4167,"GER",8.4,758,"l",58.4,28,13.5,14.6,5.82,1.7
10.0833,48.9167,"GER",8,738,"m",52.5,30.8,16.7,12.5,6.8,0.9
10.0833,49.8333,"GER",8.9,634,"s",7.9,63.9,28.2,20.4,7.3,1
10.0833,51.75,"GER",8,762,"m",25.6,58.7,15.7,15,6.3,0.9
10.0944,60.4414,"NOR",4,706,"l",47.9,41.8,10.3,2.5,4.21,1.2
10.0967,61.02,"NOR",1,689,"ll",48.8,47.6,3.6,22.6,6.07,4.3
10.1067,59.3553,"NOR",6.3,748,"l",41.7,46,12.3,12.5,5.75,3.8
10.1136,45.4055,"ITA",12.7,858,"s",35.8,37.2,27,28.8,7.37,1.8
10.1667,49.3333,"GER",8.5,692,"m",26.6,49.1,24.2,24.5,7.06,1.6
10.1728,44.5412,"ITA",11.3,879,"s",20.4,46.1,33.5,35.3,7.38,1.7
10.25,54.0833,"GER",8.1,741,"ll",80,14,6,9.9,4.56,1
10.2839,44.8776,"ITA",12.6,832,"s",11.6,53.8,34.6,28.3,7.36,1.2
10.3153,46.8011,"SIL",5.4,800,"l",61.6,28.5,10,25.2,6.78,4.1
10.4469,64.0478,"NOR",4.7,1122,"ll",54.9,43.6,1.5,6.5,4.95,2.9
10.45,55.3,"DEN",7.9,626,"l",57,30.9,12.1,12.4,6.26,1.4
10.4639,62.3903,"NOR",0.7,640,"ll",46.8,49.7,3.6,11.9,4.36,2.6
10.5,48.0833,"GER",7.8,917,"m",41.9,40.6,17.5,20.7,6.53,2.2
10.5,54,"GER",8.1,720,"m",37,42.9,20.1,22.7,6.63,1.2
10.5,54.3333,"GER",8,704,"m",45.5,34.8,19.7,12,6.49,1.1
10.5244,43.8825,"ITA",14.4,898,"m",43.3,38.3,18.4,17.6,5.82,0.8
10.5422,60.3875,"NOR",4.4,706,"m",27.4,52.4,20.2,9.9,5.61,1.2
10.5828,43.2375,"ITA",15.3,745,"s",38.5,36.2,25.3,32.8,6.88,0.9
10.6007,45.3238,"ITA",12.7,821,"l",68.1,17.6,14.2,20,7.26,1.4
10.66,43.6058,"ITA",14.7,845,"s",30.2,44,25.9,23.9,7.38,1
10.6667,48.3333,"GER",8.4,831,"m",64.4,17.9,17.7,13.3,6.75,1.3
10.6667,48.8333,"GER",8.4,732,"m",64.1,17,19,19.3,6.92,1.4
10.6667,50.1667,"GER",7.9,656,"m",73.9,10.3,15.8,16.5,6.75,0.7
10.6667,52.4167,"GER",8.8,604,"l",69.7,21.8,8.5,9.3,6.05,1.3
10.6667,52.75,"GER",8.6,625,"ll",84.3,11.3,4.3,3.7,5.05,0.9
10.678,47.2037,"AUS",8.1,917,"l",58.9,28.4,12.8,17.7,6.98,2.4
10.8078,60.8003,"NOR",3.5,613,"l",38.6,49.5,11.9,17.4,5.01,3.2
10.8172,59.2522,"NOR",7,745,"l",57.2,31.7,11.2,6.9,4.69,1.8
10.8177,45.0088,"ITA",13.1,797,"s",36.9,36.7,26.4,23.7,7.13,1.4
10.8228,61.7317,"NOR",2.6,543,"ll",59.6,36.5,3.9,12.4,4.64,2
10.8333,49.4167,"GER",8.6,672,"l",76.2,12.7,11.1,5.8,6.07,0.6
10.8333,50.75,"GER",6.9,688,"m",46.9,34.4,18.7,14.1,6.08,1.6
10.8333,53.0833,"GER",8.4,635,"ll",91.9,6.4,1.7,9.2,6.21,0.8
10.8647,59.4919,"NOR",6.5,763,"m",33.3,46,20.7,16.1,4.6,2.4
10.8664,60.1083,"NOR",5.1,766,"m",36.8,46,17.1,8.3,4.82,2.7
10.9167,49.9167,"GER",8.4,627,"m",33.8,46.9,19.3,21.8,6.23,1.5
10.9167,52.25,"GER",8.7,586,"m",59.6,23.3,17.1,11.3,5.86,1.2
10.9258,62.3842,"NOR",1,549,"m",20.5,59.8,19.7,13.8,5.35,2.8
10.956,46.011,"ITA",12.4,887,"m",32.5,48.8,18.7,16.9,7.1,1.9
10.9822,44.5979,"ITA",13.5,805,"s",27.1,42.5,30.4,25.2,7.45,1
11,51.6667,"GER",6.9,760,"l",39.4,47.1,13.5,14,5.27,1.8
11.0158,59.7328,"NOR",5.6,793,"m",34.5,46.1,19.4,11.7,4.92,2.6
11.0353,60.4478,"NOR",4.2,710,"ll",62,34.8,3.1,9.8,4.52,1.9
11.0433,63.2108,"NOR",3.4,771,"l",54.5,39.9,5.6,8.1,5.37,1.9
11.0833,52.4167,"GER",8.9,560,"ll",97.3,1.8,0.9,12,6.14,1.4
11.0833,54.25,"GER",8.4,630,"m",40.7,36.1,23.2,17.6,6.95,1.1
11.1,44.2508,"ITA",12.7,872,"s",35.4,39.6,25,23.5,7.25,1.3
11.1306,47.2911,"AUS",8.4,912,"l",65.7,24.5,9.8,19.6,6.65,2.4
11.2167,55.5,"DEN",8.3,584,"l",62.7,26.3,11,21.2,7.11,1.9
11.25,48.1667,"GER",8.2,910,"m",83.1,6,10.9,15.9,6.58,1.7
11.25,50,"GER",7.6,700,"m",38.1,37.7,24.2,27.3,6.94,1.8
11.2586,63.72,"NOR",4.6,967,"l",49.8,40.7,9.5,11.5,4.81,2.2
11.2772,60.6144,"NOR",4.1,666,"l",64,27.2,8.8,12,5.05,1.1
11.2817,43.1625,"ITA",14.3,734,"m",29.1,49.9,21,18.2,7.44,1
11.2847,42.8678,"ITA",14.5,661,"s",35.7,35.3,29,31.7,7.4,0.9
11.3333,49.25,"GER",8.2,705,"m",61.1,21.1,17.8,20.5,6.85,1.8
11.35,55.3167,"DEN",8.2,598,"l",55,32.7,12.3,13.8,6.09,1.3
11.358,58.6811,"SWE",7.2,753,"l",49.1,40.5,10.4,16.3,5.12,2.5
11.397,46.8818,"ITA",7.4,816,"l",56.4,30.4,13.2,11.1,5.61,2.1
11.4058,45.3462,"ITA",13.5,854,"s",41.5,24.3,34.2,45.9,7.45,1.4
11.4116,44.7458,"ITA",13.9,715,"s",22.5,48.6,28.9,20.8,7.46,1
11.4167,48.5,"GER",8,827,"m",43.7,35.8,20.5,13.7,5.22,1.3
11.4167,49.0833,"GER",7.7,756,"m",30.5,48.7,20.8,16.2,6.35,1.2
11.4167,50.25,"GER",7.1,730,"m",39.9,37.3,22.8,25,7.25,2.2
11.4167,50.9167,"GER",8.2,575,"s",36.5,34.6,28.8,32.4,7.26,2.3
11.4611,59.3931,"NOR",5.9,800,"m",35.8,43.6,20.6,20.1,5.36,3.4
11.4764,43.6528,"ITA",13.8,820,"s",37.6,33.4,29,23.9,7.1,0.9
11.5,51.1667,"GER",7.9,592,"m",27.3,50.2,22.5,17.7,7.1,1.2
11.5,53.5,"GER",8.5,605,"ll",91.8,6.6,1.7,8.3,5.02,1.1
11.5,53.6667,"GER",8.4,613,"m",39.4,41.6,19,10.6,6.73,0.8
11.5271,46.0439,"ITA",11.5,909,"m",79,4.4,16.7,14.8,6.93,1.7
11.53,60.9217,"NOR",3.8,606,"l",34.5,56.4,9.1,5.9,5.92,1.4
11.5739,58.1883,"SWE",7,724,"l",68.6,19,12.4,11.9,4.52,3.1
11.5789,45.1206,"ITA",13.6,763,"m",32.8,49.8,17.4,21.7,7.38,0.9
11.5833,51.9167,"GER",9,496,"m",25.2,55.2,19.6,15.6,5.32,1.6
11.6317,47.3044,"AUS",9.2,902,"m",43.2,37.3,19.5,15,5.7,1.7
11.6361,62.1319,"NOR",0.2,564,"l",37.3,59,3.7,8.6,6.14,2.2
11.6436,63.7778,"NOR",4.9,983,"m",19.3,60.3,20.3,19.2,7.07,1.5
11.6445,46.7724,"ITA",8.6,824,"ll",81.3,9.5,9.2,21.9,6.27,3.3
11.6667,52.5833,"GER",8.8,539,"l",47.3,41.1,11.7,8.7,4.58,0.6
11.6675,64.4683,"NOR",4.8,1401,"ll",54,41.2,4.7,8.5,3.96,1.7
11.6731,59.85,"NOR",5,787,"l",40.2,48.2,11.6,9.3,4.86,2.1
11.6917,42.9817,"ITA",13.3,703,"ss",20.6,37.6,41.8,29.6,7.31,1.2
11.7386,61.8317,"NOR",0.7,564,"l",26.1,68.1,5.8,10.6,5,1.4
11.75,51.4167,"GER",8.8,509,"m",20.4,56.3,23.2,22.1,7.03,2
11.75,52.75,"GER",8.9,542,"l",77.7,16.5,5.8,9.9,5.08,0.8
11.7888,44.377,"ITA",13.7,699,"s",15.2,49.9,34.9,33.5,7.33,1.1
11.7972,61.3342,"NOR",2,592,"ll",76.4,22.6,1.1,5.7,4.37,1.8
11.8328,62.6694,"NOR",0.3,647,"ll",91,8.1,0.9,5.3,4.28,1.1
11.8333,48.6667,"GER",8,769,"m",30.6,50.6,18.7,17.5,6.17,1.4
11.8367,42.3939,"ITA",15.2,674,"m",35.6,42.1,22.3,21.7,6.22,0.9
11.8769,45.4844,"ITA",13.4,896,"m",36.5,40.3,23.1,21,6.6,1.1
11.8923,47.2394,"AUS",8.9,912,"l",65.1,26.1,8.8,18,5.92,2
11.9167,49.75,"GER",7.8,652,"ll",80.3,13.1,6.7,12.5,5.52,1.2
11.9167,50.6667,"GER",7.4,663,"m",34,47.5,18.5,16.2,5.99,1.6
11.9167,51.0833,"GER",8.4,559,"m",31,48.8,20.2,15.9,6.88,1.3
11.9167,51.6667,"GER",9.1,485,"m",38.2,38.9,22.8,20.4,6.65,2.1
11.9167,53.5,"GER",8.4,592,"l",57,34.2,8.8,13.8,6.19,1.2
11.9228,60.6156,"NOR",4.4,666,"l",34,57.3,8.7,8.8,4.77,1
11.9319,45.1355,"ITA",13.6,761,"l",72.6,13.3,14.1,11.7,7.35,0.6
11.9731,43.3514,"ITA",12.8,780,"s",26.1,48.3,25.5,19.1,6.94,0.7
11.9797,64.1992,"NOR",5,1198,"l",51.6,36.3,12.1,10.3,4.09,2.5
12,49.3333,"GER",7.6,685,"ll",77,22,1.1,10.4,6.1,1.3
12.0289,42.0292,"ITA",15.8,694,"s",44.8,25,30.3,27.6,7.47,0.5
12.0333,55.0667,"DEN",8.2,586,"l",57.3,31.3,11.4,17.5,6.73,1.5
12.0458,60.2103,"NOR",4.7,719,"l",27.5,60.2,12.3,11.6,4.75,1.6
12.0725,47.5131,"AUS",8.9,953,"l",56.4,30.4,13.1,11.7,5.9,1.9
12.0833,53.75,"GER",8.2,595,"l",74.5,11.2,14.3,25.6,6.92,2.3
12.0952,43.594,"ITA",12.2,809,"s",40.3,32.1,27.6,31.7,6.88,1.3
12.1001,44.6349,"ITA",13.5,658,"s",30.6,41.1,28.3,37.6,7.07,5.3
12.11,46.068,"ITA",11.2,1039,"m",55.2,27.2,17.5,26.1,7.03,2.4
12.1404,59.561,"SWE",5.3,759,"m",36.6,46.9,16.5,14.5,4.71,2.9
12.1637,57.2543,"SWE",7.7,771,"m",51.5,29.4,19,22.4,5.19,2.5
